label	count	min	median	max	sum	negative_count	near_zero_count
M_weights	435	0.1750214217040501	0.7488485691358551	650.7693085713856	2379.2008898713043	0	0
L_projected_weights	435	0.1737884694909019	0.7406282298997526	650.6464065262597	2374.3857606605275	0	0
