label	dimension	finite	weight_min	weight_max	weight_negative_count	row_abs	row_rel	row_maxabs	diag_abs	diag_rel	offdiag_fro	offdiag_rel	jw_norm
M_same_basis_direct_u0_M	435	true	0.1750214217040501	650.7693085713856	0	395.3633410045879	0.5626603070620595	184.95361757694118	2.2851892495452244	0.11544042623355719	1.4922696335281536	0.0697640675622913	702.6679082250965
M_same_basis_u_from_Jw	435	true	0.1750214217040501	650.7693085713856	0	8.629797206975443e-15	1.2281473375913627e-17	3.552713678800501e-15	438.0746411794522	0.995810306247121	1.4922696335281536	0.0697640675622913	702.6679082250965
L_using_u0_M_and_w_M	435	true	0.1750214217040501	650.7693085713856	0	392.66796020885624	0.561317734511763	184.10347681652698	2.281604202692318	0.11525932117328737	1.498343245002929	0.07007579720398643	699.5466846427021
L_using_u0_L_projected_and_w_L_projected	435	true	0.1737884694909019	650.6464065262597	0	8.08867383226901e-14	1.1563262858691983e-16	5.684341886080802e-14	439.4902669006708	0.9962022367227136	1.498343245002929	0.07007579720398643	699.5148282207248
