row_index	local_index	state_x	state_y	state_z	x	y	z	nearest_center_distance	terminal_support_weight	parent_product_weight	parent_minus_terminal_weight	u_direct	row_action	ratio_row_action_over_u_direct	row_residual	residual_abs	residual_sq_fraction_direct_core	residual_sq_fraction_all	analytic_point_potential	analytic_equal_width_gaussian_average	row_action_minus_point	u_direct_minus_point	u_direct_minus_equal_width_average	boundary	core_center	small_weight_q25	local_spacing_x	local_spacing_y	local_spacing_z	local_spacing_min	local_spacing_geom
11	11	5	7	5	-0.6997875680278085	2.6645352591003757e-15	-0.6997875680278085	0.9896490694850116	0.2524022924112029	0.2524022924112029	0.0	1.0057378563924848	1.0116909810834964	1.0059191613929748	0.0015025823190210619	0.0015025823190210619	1.806695025754606e-5	1.7967732558081167e-5	1.010383012809176	1.0052818741931857	0.001307968274320448	-0.004645156416691165	0.00045598219929909867	true	false	false	0.3924214202940908	0.3073661477337204	0.3924214202940908	0.3073661477337204	0.3617321821092129
12	12	5	7	6	-0.6997875680278085	2.6645352591003757e-15	-0.30736614773371773	0.7643144569736597	0.2140705385532473	0.2140705385532473	0.0	1.2687916533525783	1.307675715157871	1.0306465302656649	0.008323932051796823	0.008323932051796823	0.0005544537860131166	0.0005514089096879136	1.3054394959555737	1.2682829595332308	0.0022362192022973293	-0.03664784260299547	0.0005086938193474833	true	false	false	0.3924214202940908	0.3073661477337204	0.3073661477337204	0.3073661477337204	0.3334429896192472
13	13	5	7	7	-0.6997875680278085	2.6645352591003757e-15	2.6645352591003757e-15	0.6997875680278085	0.20042624020023656	0.20042624020023656	0.0	1.3611997796398343	1.425250704486404	1.04705475699057	0.012837486048345836	0.012837486048345836	0.0013187676032558624	0.0013115253689075818	1.4216832604918466	1.3607237317274519	0.00356744399455744	-0.06048348085201227	0.00047604791238242683	true	false	true	0.3924214202940908	0.3073661477337204	0.3073661477337204	0.3073661477337204	0.3334429896192472
14	14	5	7	8	-0.6997875680278085	2.6645352591003757e-15	0.3073661477337257	0.764314456973663	0.21407053855325597	0.21407053855325597	0.0	1.2687916533525674	1.3076757151578609	1.0306465302656658	0.008323932051797267	0.008323932051797267	0.0005544537860131757	0.0005514089096879725	1.3054394959555684	1.2682829595332263	0.0022362192022924443	-0.036647842603001024	0.000508693819341044	true	false	false	0.3924214202940908	0.3073661477337204	0.30736614773372306	0.3073661477337204	0.3334429896192482
15	15	5	7	9	-0.6997875680278085	2.6645352591003757e-15	0.6997875680278121	0.9896490694850142	0.25240229241121054	0.25240229241121054	0.0	1.0057378563924748	1.011690981083488	1.0059191613929763	0.001502582319021506	0.001502582319021506	1.806695025755674e-5	1.796773255809179e-5	1.0103830128091733	1.005281874193183	0.0013079682743146748	-0.004645156416698493	0.0004559821992917712	true	false	false	0.3924214202940908	0.3073661477337204	0.39242142029408633	0.3073661477337204	0.3617321821092115
16	16	5	8	5	-0.6997875680278085	0.3073661477337257	-0.6997875680278085	1.0362814431925431	0.2695849336621883	0.2695849336621883	0.0	0.9622663278431124	0.9661561103820168	1.0040423138858274	0.0010486267677108918	0.0010486267677108918	8.799341635122745e-6	8.751018568894238e-6	0.9649560395436496	0.9617288671042635	0.001200070838367151	-0.002689711700537223	0.0005374607388488606	true	false	false	0.3924214202940908	0.30736614773372306	0.3924214202940908	0.30736614773372306	0.36173218210921393
17	17	5	8	6	-0.6997875680278085	0.3073661477337257	-0.30736614773371773	0.8238024871967861	0.2286436917176931	0.2286436917176931	0.0	1.1904260822376564	1.2143177174314066	1.0200698183198749	0.005462671671871366	0.005462671671871366	0.00023879129868597135	0.00023747993606139335	1.2126893688724856	1.189845035871631	0.0016283485589210223	-0.022263286634829127	0.0005810463660254062	true	false	false	0.3924214202940908	0.30736614773372306	0.3073661477337204	0.3073661477337204	0.3334429896192482
18	18	5	8	7	-0.6997875680278085	0.3073661477337257	2.6645352591003757e-15	0.764314456973663	0.21407053855325597	0.21407053855325597	0.0	1.2687916533525672	1.3076757151578613	1.0306465302656662	0.008323932051797434	0.008323932051797434	0.0005544537860131979	0.0005514089096879946	1.3054394959555684	1.2682829595332263	0.0022362192022928884	-0.036647842603001246	0.0005086938193408219	true	false	false	0.3924214202940908	0.30736614773372306	0.3073661477337204	0.3073661477337204	0.3334429896192482
19	19	5	8	8	-0.6997875680278085	0.3073661477337257	0.3073661477337257	0.823802487196789	0.22864369171770235	0.22864369171770235	0.0	1.1904260822376471	1.2143177174313953	1.0200698183198733	0.0054626716718712	0.0054626716718712	0.0002387912986859568	0.00023747993606137888	1.2126893688724814	1.1898450358716275	0.0016283485589139168	-0.022263286634834234	0.000581046366019633	true	false	false	0.3924214202940908	0.30736614773372306	0.30736614773372306	0.30736614773372306	0.3334429896192491
20	20	5	8	9	-0.6997875680278085	0.3073661477337257	0.6997875680278121	1.0362814431925456	0.2695849336621965	0.2695849336621965	0.0	0.9622663278431033	0.966156110382012	1.0040423138858319	0.0010486267677120575	0.0010486267677120575	8.799341635142308e-6	8.751018568913695e-6	0.9649560395436473	0.9617288671042613	0.0012000708383647085	-0.0026897117005439952	0.0005374607388419772	true	false	false	0.3924214202940908	0.30736614773372306	0.39242142029408633	0.30736614773372306	0.36173218210921254
21	21	5	9	5	-0.6997875680278085	0.6997875680278121	-0.6997875680278085	1.2120676223292284	0.31785716855630114	0.31785716855630114	0.0	0.8252330579844299	0.8260372610638902	1.0009745163159416	0.00025562171378146203	0.00025562171378146203	5.228821122384171e-7	5.200106170758083e-7	0.8250354486437049	0.8245352689134804	0.0010018124201852663	0.00019760934072499126	0.0006977890709495282	true	false	false	0.3924214202940908	0.39242142029408633	0.3924214202940908	0.39242142029408633	0.39242142029408933
22	22	5	9	6	-0.6997875680278085	0.6997875680278121	-0.30736614773371773	1.0362814431925431	0.26958493366218556	0.26958493366218556	0.0	0.9622663278431102	0.9661561103820172	1.00404231388583	0.0010486267677116135	0.0010486267677116135	8.799341635134856e-6	8.751018568906283e-6	0.9649560395436496	0.9617288671042635	0.001200070838367595	-0.0026897117005394433	0.0005374607388466401	true	false	false	0.3924214202940908	0.39242142029408633	0.3073661477337204	0.3073661477337204	0.36173218210921154
23	23	5	9	7	-0.6997875680278085	0.6997875680278121	2.6645352591003757e-15	0.9896490694850142	0.25240229241121054	0.25240229241121054	0.0	1.0057378563924748	1.0116909810834889	1.0059191613929772	0.001502582319021728	0.001502582319021728	1.806695025756208e-5	1.7967732558097102e-5	1.0103830128091733	1.005281874193183	0.001307968274315563	-0.004645156416698493	0.0004559821992917712	true	false	false	0.3924214202940908	0.39242142029408633	0.3073661477337204	0.3073661477337204	0.36173218210921154
24	24	5	9	8	-0.6997875680278085	0.6997875680278121	0.3073661477337257	1.0362814431925456	0.2695849336621965	0.2695849336621965	0.0	0.9622663278431033	0.9661561103820114	1.0040423138858314	0.001048626767711891	0.001048626767711891	8.799341635139513e-6	8.751018568910916e-6	0.9649560395436473	0.9617288671042613	0.0012000708383641534	-0.0026897117005439952	0.0005374607388419772	true	false	false	0.3924214202940908	0.39242142029408633	0.30736614773372306	0.30736614773372306	0.36173218210921254
25	25	5	9	9	-0.6997875680278085	0.6997875680278121	0.6997875680278121	1.2120676223292304	0.3178571685563108	0.3178571685563108	0.0	0.8252330579844227	0.8260372610638865	1.000974516315946	0.00025562171378262777	0.00025562171378262777	5.228821122431862e-7	5.200106170805512e-7	0.8250354486437036	0.8245352689134791	0.0010018124201829348	0.00019760934071910707	0.0006977890709436441	true	false	false	0.3924214202940908	0.39242142029408633	0.39242142029408633	0.39242142029408633	0.39242142029408783
