alpha	dimension	direct_core_count	build_elapsed_s	J_elapsed_s	u_elapsed_s	terminal_row_rel	parent_product_row_rel	parent_terminal_weight_maxabs	direct_core_row_rel_global	direct_core_residual_sq_fraction	row_action_point_rel	row_action_point_maxabs	u_equal_width_average_rel	u_equal_width_average_maxabs	worst_row	worst_state	conclusion
8.0	517	125	11.396619	1.080383416	0.658770834	0.035806146780649604	0.035806146780649604	0.0	0.03570769368457038	0.9945083316193085	0.001593816435896428	0.010410591344244935	0.0003757432865293946	0.0006977890709557455	63	(7, 7, 7)	terminal_direct_core_weight_matches_parent_product_but_u_direct_is_gaussian_smoothed_not_row_action_point_potential
